N bc_time wc_time
2540 0.000001 0.005129
2550 0.000001 0.004918
2560 0.000001 0.005197
2570 0.000001 0.005013
2580 0.000001 0.004993
2590 0.000001 0.005103
2600 0.000002 0.005149
2610 0.000002 0.005195
2620 0.000002 0.006225
2630 0.000001 0.005188
2640 0.000002 0.005246
2650 0.000002 0.005330
2660 0.000002 0.005386
2670 0.000002 0.005394
2680 0.000002 0.005581
2690 0.000001 0.005458
2700 0.000002 0.005518
2710 0.000002 0.005774
2720 0.000001 0.005594
2730 0.000001 0.005655
2740 0.000001 0.005679
2750 0.000001 0.005722
2760 0.000002 0.005773
2770 0.000001 0.005794
2780 0.000001 0.005838
2790 0.000002 0.005867
2800 0.000001 0.005897
2810 0.000001 0.005978
2820 0.000001 0.005995
2830 0.000001 0.006054
2840 0.000002 0.006063
2850 0.000002 0.006149
2860 0.000002 0.006169
2870 0.000001 0.006278
2880 0.000001 0.006254
2890 0.000001 0.006308
2900 0.000001 0.006344
2910 0.000002 0.006388
2920 0.000001 0.006433
2930 0.000001 0.006492
2940 0.000002 0.006551
2950 0.000002 0.006583
2960 0.000002 0.006635
2970 0.000002 0.006673
2980 0.000001 0.006724
2990 0.000001 0.006750
3000 0.000001 0.006798
3010 0.000001 0.006853
3020 0.000002 0.006896
3030 0.000002 0.006926
3040 0.000002 0.007036
3050 0.000002 0.007069
3060 0.000001 0.007050
3070 0.000002 0.007165
3080 0.000002 0.007161
3090 0.000002 0.007246
3100 0.000002 0.007262
3110 0.000002 0.007304
3120 0.000002 0.007342
3130 0.000001 0.007341
3140 0.000001 0.007423
3150 0.000002 0.007493
3160 0.000002 0.007511
3170 0.000001 0.007568
3180 0.000002 0.007598
3190 0.000002 0.007668
3200 0.000002 0.007722
3210 0.000001 0.007737
3220 0.000002 0.007813
3230 0.000002 0.007887
3240 0.000001 0.007880
3250 0.000002 0.007949
3260 0.000002 0.007987
3270 0.000001 0.008058
3280 0.000001 0.008093
3290 0.000002 0.008149
3300 0.000002 0.008541
3310 0.000002 0.008320
3320 0.000002 0.008304
3330 0.000001 0.008332
3340 0.000002 0.008419
3350 0.000001 0.008506
3360 0.000002 0.008489
3370 0.000002 0.008548
3380 0.000002 0.008625
3390 0.000001 0.008688
3400 0.000002 0.008726
3410 0.000002 0.008779
3420 0.000002 0.008864
3430 0.000002 0.008877
