N  Time  average_ob  max_ob  min_ob 
10 0.000000 24.000000 33 19 
20 0.000000 93.000000 123 76 
30 0.000000 207.000000 253 171 
40 0.000001 370.000000 436 316 
50 0.000001 585.000000 681 507 
60 0.000001 874.000000 1100 777 
70 0.000001 1221.000000 1411 994 
80 0.000002 1586.000000 1673 1476 
90 0.000003 2075.000000 2296 1812 
100 0.000004 2465.000000 2804 2127 
110 0.000005 2959.000000 3285 2664 
120 0.000006 3733.000000 4032 3553 
130 0.000009 4149.000000 4598 3679 
140 0.000007 4780.000000 5195 4230 
150 0.000010 5571.000000 6079 5299 
160 0.000012 6504.000000 7091 5958 
170 0.000006 7122.000000 7954 6665 
180 0.000007 8158.000000 9002 7268 
190 0.000008 9109.000000 9825 8449 
200 0.000008 9757.000000 10741 8481 
210 0.000009 10933.000000 11524 10403 
220 0.000012 11916.000000 12945 10977 
230 0.000011 13266.000000 13839 12700 
240 0.000011 14341.000000 15109 12996 
250 0.000013 15998.000000 17906 15294 
260 0.000013 16783.000000 18039 15449 
270 0.000014 18134.000000 18984 16663 
280 0.000017 19370.000000 20748 18272 
290 0.000017 21000.000000 21943 19934 
300 0.000020 22814.000000 23984 20985 
310 0.000020 23391.000000 25412 21331 
320 0.000024 25415.000000 26826 24222 
330 0.000023 27023.000000 29145 25185 
340 0.000022 28320.000000 29753 26524 
350 0.000023 30598.000000 31633 29516 
360 0.000031 32149.000000 33799 30613 
370 0.000025 34219.000000 35493 33132 
380 0.000027 36190.000000 37468 34269 
390 0.000031 37991.000000 39388 36736 
400 0.000029 40345.000000 41958 37156 
410 0.000030 41372.000000 42979 40155 
420 0.000034 44162.000000 47110 41540 
430 0.000040 46619.000000 48932 44266 
440 0.000039 48213.000000 52076 45567 
450 0.000035 50174.000000 53595 46466 
460 0.000038 52365.000000 54875 50481 
470 0.000040 55839.000000 57879 53512 
480 0.000037 57770.000000 60422 55827 
490 0.000042 60332.000000 64540 56444 
500 0.000039 63188.000000 65509 61494 
510 0.000042 64616.000000 66885 62261 
520 0.000055 66830.000000 69372 63472 
530 0.000055 70229.000000 73168 65894 
540 0.000052 72197.000000 74575 69269 
550 0.000053 75764.000000 79343 73255 
560 0.000056 78342.000000 80883 74570 
570 0.000057 80984.000000 84315 75245 
580 0.000061 84757.000000 88527 79739 
590 0.000061 87125.000000 90715 82164 
600 0.000056 90207.000000 92111 86798 
610 0.000058 92608.000000 95686 90100 
620 0.000060 94530.000000 96038 91256 
630 0.000062 99913.000000 103169 94988 
640 0.000063 101230.000000 105632 97077 
650 0.000075 105317.000000 108511 101107 
660 0.000097 107955.000000 111121 104751 
670 0.000080 112608.000000 115954 108693 
680 0.000087 116248.000000 120731 113196 
690 0.000081 117062.000000 122377 111973 
700 0.000084 122112.000000 132821 119494 
710 0.000083 124349.000000 128518 116516 
720 0.000060 128343.000000 136499 122707 
730 0.000077 133748.000000 137740 129276 
740 0.000094 137062.000000 142117 132015 
750 0.000095 139555.000000 142547 130776 
760 0.000097 143500.000000 148222 133627 
770 0.000101 149735.000000 153770 145128 
780 0.000091 154654.000000 159795 148477 
790 0.000090 153540.000000 161840 147823 
800 0.000101 161238.000000 166950 156807 
810 0.000097 164468.000000 173343 156915 
820 0.000096 166903.000000 173516 163300 
830 0.000100 172831.000000 178209 169131 
840 0.000100 175436.000000 184662 166817 
850 0.000100 179758.000000 187756 175466 
860 0.000092 183832.000000 191428 175529 
870 0.000095 187391.000000 191691 182003 
880 0.000097 193436.000000 199512 187724 
890 0.000102 201045.000000 206985 192252 
900 0.000102 201785.000000 213076 195614 
910 0.000107 206592.000000 212729 199704 
920 0.000110 210031.000000 216120 205608 
930 0.000099 213914.000000 218949 206657 
940 0.000100 221859.000000 229152 212176 
950 0.000102 226428.000000 234013 219149 
960 0.000102 230529.000000 234686 222805 
970 0.000097 235720.000000 241313 227588 
980 0.000099 242373.000000 248406 236417 
990 0.000100 245971.000000 251559 241026 
1000 0.000102 250251.000000 256015 236201 
1010 0.000104 257168.000000 268844 245901 
1020 0.000108 257381.000000 263706 249287 
1030 0.000108 266310.000000 271056 261014 
1040 0.000103 272778.000000 280639 266522 
1050 0.000103 274802.000000 288921 260302 
1060 0.000105 281629.000000 289194 267632 
1070 0.000106 287028.000000 298375 276655 
1080 0.000104 294270.000000 298764 291396 
1090 0.000106 293878.000000 303702 284927 
1100 0.000105 301534.000000 311497 288155 
1110 0.000102 303213.000000 311853 288340 
1120 0.000104 311403.000000 323585 305868 
1130 0.000105 319354.000000 324345 310530 
1140 0.000107 326055.000000 337142 318343 
1150 0.000104 329543.000000 337349 314606 
1160 0.000106 337124.000000 349131 328001 
1170 0.000109 343242.000000 354492 334245 
1180 0.000109 346675.000000 356997 336490 
1190 0.000107 354438.000000 362220 342168 
1200 0.000109 360196.000000 366308 349900 
1210 0.000111 367168.000000 375114 355075 
1220 0.000107 371285.000000 388164 359863 
1230 0.000108 378050.000000 389765 361147 
1240 0.000111 384722.000000 405175 376087 
1250 0.000110 385763.000000 395704 378010 
1260 0.000112 394984.000000 406932 381877 
1270 0.000112 402496.000000 414170 395666 
1280 0.000113 407700.000000 425279 394773 
1290 0.000115 418973.000000 432806 403651 
1300 0.000118 421416.000000 435822 413266 
1310 0.000115 424328.000000 432196 413721 
1320 0.000111 434207.000000 442169 423061 
1330 0.000112 442654.000000 459937 430422 
1340 0.000116 454601.000000 465177 445280 
1350 0.000115 447679.000000 457430 433527 
1360 0.000116 462490.000000 471633 449162 
1370 0.000118 467758.000000 475954 455193 
1380 0.000121 476474.000000 487540 466075 
1390 0.000123 482315.000000 497772 467879 
1400 0.000123 492329.000000 505844 483263 
1410 0.000123 493957.000000 503112 472633 
1420 0.000125 500831.000000 508841 480854 
1430 0.000132 512481.000000 519868 502268 
1440 0.000129 518485.000000 531557 507527 
1450 0.000132 527386.000000 547448 513094 
1460 0.000132 529375.000000 552795 510574 
1470 0.000138 540338.000000 554300 520455 
1480 0.000138 550513.000000 571152 534850 
1490 0.000139 558064.000000 574968 540436 
1500 0.000140 562799.000000 578098 552663 
1510 0.000143 566421.000000 581127 547796 
1520 0.000143 574041.000000 582189 554799 
1530 0.000151 585393.000000 609731 573639 
1540 0.000150 591795.000000 606357 581632 
1550 0.000150 599668.000000 621538 577268 
1560 0.000150 601389.000000 633143 582547 
1570 0.000152 613765.000000 629742 594786 
1580 0.000158 620006.000000 641167 602156 
1590 0.000163 637402.000000 651038 615066 
1600 0.000158 638607.000000 652655 621981 
1610 0.000164 648677.000000 663826 636178 
1620 0.000163 648778.000000 657765 630505 
1630 0.000165 669149.000000 675754 656637 
1640 0.000168 671873.000000 696276 658608 
1650 0.000168 679703.000000 693865 672915 
1660 0.000170 690579.000000 702748 677857 
1670 0.000173 696928.000000 722820 682080 
1680 0.000173 705345.000000 726273 685783 
1690 0.000176 713672.000000 728711 694922 
1700 0.000180 719069.000000 738475 690795 
1710 0.000180 727919.000000 747682 715454 
1720 0.000184 737478.000000 745217 720913 
1730 0.000191 746624.000000 758916 735065 
1740 0.000188 758973.000000 770965 741884 
1750 0.000190 760600.000000 775661 743919 
1760 0.000193 773550.000000 798478 751981 
1770 0.000191 779905.000000 800465 749596 
1780 0.000198 796961.000000 817052 779395 
1790 0.000197 804835.000000 827717 784675 
1800 0.000198 810595.000000 829635 789073 
1810 0.000203 820194.000000 836164 801327 
1820 0.000207 837052.000000 853855 817478 
1830 0.000210 837767.000000 870167 820404 
1840 0.000209 853407.000000 875033 829427 
1850 0.000210 861468.000000 878869 847864 
1860 0.000213 862211.000000 881166 846619 
1870 0.000219 874402.000000 890213 856219 
1880 0.000218 885233.000000 902510 867141 
1890 0.000217 892509.000000 905611 875425 
1900 0.000222 908289.000000 930023 890232 
1910 0.000222 904309.000000 944970 873868 
1920 0.000225 918062.000000 955391 887245 
1930 0.000231 935474.000000 955914 914811 
1940 0.000229 941486.000000 968537 923132 
1950 0.000232 941752.000000 949954 933568 
1960 0.000234 957395.000000 975435 938739 
1970 0.000239 968164.000000 977814 956594 
1980 0.000244 981924.000000 1008199 952518 
1990 0.000242 989138.000000 1009382 980339 
2000 0.000243 996884.000000 1007037 983768 
2010 0.000247 1015222.000000 1028722 1000031 
2020 0.000250 1022841.000000 1042628 1003888 
2030 0.000249 1025843.000000 1053375 994244 
2040 0.000255 1045297.000000 1054900 1026312 
2050 0.000255 1049877.000000 1070939 1022815 
2060 0.000258 1057976.000000 1079530 1029625 
2070 0.000261 1068718.000000 1095384 1041915 
2080 0.000264 1080588.000000 1097574 1059696 
2090 0.000265 1090345.000000 1113663 1051901 
2100 0.000269 1109162.000000 1128336 1090503 
2110 0.000271 1108775.000000 1122170 1098632 
2120 0.000274 1117918.000000 1139258 1094261 
2130 0.000278 1137958.000000 1160434 1119151 
2140 0.000277 1142231.000000 1166293 1118501 
2150 0.000281 1150634.000000 1168317 1126854 
2160 0.000282 1160265.000000 1186937 1145505 
2170 0.000289 1178666.000000 1213177 1153367 
2180 0.000286 1186106.000000 1198870 1157028 
2190 0.000292 1202563.000000 1229319 1176551 
2200 0.000293 1209847.000000 1237383 1169570 
2210 0.000301 1236971.000000 1262565 1203994 
2220 0.000301 1233163.000000 1253674 1199566 
2230 0.000300 1244286.000000 1284504 1221693 
2240 0.000304 1243425.000000 1275602 1223450 
2250 0.000306 1264594.000000 1286922 1245932 
2260 0.000310 1281065.000000 1320757 1234200 
2270 0.000311 1272720.000000 1291670 1249483 
2280 0.000312 1289704.000000 1316079 1273523 
2290 0.000316 1303147.000000 1334352 1284133 
2300 0.000322 1330638.000000 1353968 1307820 
2310 0.000326 1335078.000000 1358147 1313956 
2320 0.000325 1346838.000000 1376171 1321772 
2330 0.000327 1359366.000000 1385504 1337138 
2340 0.000332 1371582.000000 1386772 1353461 
2350 0.000337 1376564.000000 1400980 1357789 
2360 0.000334 1387282.000000 1412870 1373328 
2370 0.000343 1400676.000000 1426503 1376856 
2380 0.000341 1413047.000000 1440573 1391448 
2390 0.000344 1427347.000000 1460933 1387381 
2400 0.000349 1442769.000000 1474390 1412455 
2410 0.000352 1444941.000000 1469670 1407976 
2420 0.000356 1463345.000000 1497829 1418944 
2430 0.000361 1482445.000000 1508787 1449502 
2440 0.000357 1482639.000000 1534222 1444561 
2450 0.000365 1499310.000000 1517884 1480121 
2460 0.000368 1510347.000000 1534736 1493234 
2470 0.000372 1529729.000000 1556809 1498351 
2480 0.000372 1547108.000000 1594064 1474754 
2490 0.000377 1559061.000000 1585139 1533531 
2500 0.000382 1573265.000000 1602192 1531619 
2510 0.000384 1569246.000000 1591427 1542531 
2520 0.000384 1582299.000000 1642600 1530448 
2530 0.000390 1603053.000000 1630572 1583231 
2540 0.000397 1610225.000000 1636027 1578527 
2550 0.000396 1625070.000000 1644796 1585585 
2560 0.000395 1642132.000000 1668759 1592851 
2570 0.000399 1658715.000000 1682427 1638341 
2580 0.000404 1657867.000000 1699859 1624954 
2590 0.000405 1678400.000000 1718973 1635028 
2600 0.000406 1684531.000000 1739252 1612686 
2610 0.000408 1702087.000000 1738760 1661670 
2620 0.000412 1707258.000000 1731282 1671094 
2630 0.000419 1727358.000000 1761791 1680688 
