N bc_time wc_time
10810 0.009171 0.013689
10820 0.009202 0.013722
10830 0.009226 0.013763
10840 0.009237 0.013773
10850 0.009264 0.013790
10860 0.009295 0.013818
10870 0.009304 0.013853
10880 0.009336 0.013880
10890 0.009353 0.013905
10900 0.009375 0.013920
10910 0.009403 0.013948
10920 0.009421 0.013979
10930 0.009440 0.014016
10940 0.009459 0.014027
10950 0.009494 0.014057
10960 0.009512 0.014060
10970 0.009536 0.014089
10980 0.009562 0.014135
10990 0.009579 0.014154
11000 0.009605 0.014174
11010 0.009619 0.014193
11020 0.009648 0.014227
11030 0.009681 0.014248
11040 0.009699 0.014303
11050 0.009715 0.014296
11060 0.009735 0.014325
11070 0.009749 0.014370
11080 0.009795 0.014392
11090 0.009815 0.014423
11100 0.009825 0.014450
11110 0.009854 0.014479
11120 0.009874 0.014499
11130 0.009908 0.014538
11140 0.009930 0.014561
11150 0.009956 0.014584
11160 0.009973 0.014613
11170 0.009996 0.014634
11180 0.010021 0.014671
11190 0.010046 0.014700
11200 0.010056 0.014714
11210 0.010082 0.014750
11220 0.010108 0.014776
11230 0.010136 0.014802
11240 0.010156 0.014831
11250 0.010188 0.014857
11260 0.010193 0.014888
11270 0.010226 0.014910
11280 0.010256 0.014936
11290 0.010277 0.014962
11300 0.010290 0.014989
11310 0.010309 0.015013
11320 0.010332 0.015045
11330 0.010364 0.015086
11340 0.010380 0.015094
11350 0.010404 0.015116
11360 0.010433 0.015155
11370 0.010450 0.015167
11380 0.010471 0.015216
11390 0.010496 0.015230
11400 0.010515 0.015249
11410 0.010548 0.015280
11420 0.010571 0.015326
11430 0.010596 0.015343
11440 0.010612 0.015357
11450 0.010656 0.015372
11460 0.010679 0.015409
11470 0.010712 0.015452
11480 0.010716 0.015471
11490 0.010729 0.015501
11500 0.010759 0.015519
11510 0.010780 0.015554
11520 0.010804 0.015617
11530 0.010834 0.015614
11540 0.010848 0.015639
11550 0.010888 0.015680
11560 0.010901 0.015715
11570 0.010920 0.015737
11580 0.010944 0.015761
11590 0.010973 0.015774
11600 0.010995 0.015791
11610 0.011031 0.015839
11620 0.011043 0.015860
11630 0.011062 0.015894
11640 0.011090 0.015898
11650 0.011117 0.015954
11660 0.011138 0.015986
11670 0.012252 0.016266
11680 0.011283 0.016003
11690 0.011184 0.016147
11700 0.011212 0.015988
11710 0.011236 0.016002
11720 0.011241 0.016002
11730 0.011299 0.016046
11740 0.011287 0.019857
11750 0.011246 0.016494
11760 0.011389 0.016642
11770 0.014679 0.016433
11780 0.011396 0.016472
11790 0.011552 0.018556
11800 0.011836 0.016705
11810 0.011518 0.016581
11820 0.011530 0.016594
11830 0.011566 0.016606
11840 0.011584 0.016614
11850 0.011606 0.016623
11860 0.011631 0.016644
11870 0.011657 0.016693
11880 0.011683 0.016730
11890 0.011712 0.016736
11900 0.011724 0.016737
11910 0.011777 0.016778
11920 0.011786 0.016795
11930 0.011818 0.016824
11940 0.011828 0.016860
11950 0.011855 0.016888
11960 0.011884 0.016902
11970 0.011911 0.016929
11980 0.011927 0.017553
11990 0.011966 0.017340
12000 0.011994 0.017348
12010 0.012013 0.017356
12020 0.012043 0.017402
12030 0.012054 0.017392
12040 0.012090 0.017432
12050 0.012113 0.017444
12060 0.012493 0.017607
12070 0.012155 0.017586
12080 0.012191 0.017609
12090 0.012214 0.017595
12100 0.012236 0.017635
12110 0.012255 0.017646
12120 0.012287 0.017702
12130 0.012304 0.017726
12140 0.012337 0.017731
12150 0.012362 0.017754
12160 0.012391 0.017799
12170 0.012407 0.017808
12180 0.012435 0.017825
12190 0.012461 0.017874
12200 0.012492 0.017897
12210 0.012518 0.017930
12220 0.012529 0.017954
12230 0.012560 0.017976
12240 0.012592 0.018027
12250 0.012613 0.018055
12260 0.012640 0.018063
12270 0.012665 0.018101
12280 0.012876 0.018128
12290 0.012723 0.018157
12300 0.012711 0.018185
12310 0.012725 0.018223
12320 0.012733 0.018322
12330 0.012846 0.017967
12340 0.012759 0.017955
12350 0.013089 0.018404
12360 0.012776 0.018358
12370 0.012779 0.018367
12380 0.012795 0.018381
12390 0.012810 0.018424
12400 0.012815 0.018457
12410 0.012829 0.018468
12420 0.012849 0.018496
12430 0.012846 0.018535
12440 0.012862 0.018557
12450 0.012884 0.018643
12460 0.012883 0.018121
12470 0.012865 0.018306
12480 0.012894 0.018337
12490 0.012898 0.018374
12500 0.012908 0.018416
12510 0.012925 0.018460
12520 0.012945 0.018500
12530 0.012964 0.018514
12540 0.012964 0.018547
12550 0.012969 0.018578
12560 0.012983 0.018607
12570 0.012982 0.018643
12580 0.013005 0.018578
12590 0.013012 0.018635
12600 0.013028 0.018721
12610 0.013051 0.018771
12620 0.013038 0.018781
12630 0.013051 0.018830
12640 0.013058 0.018873
12650 0.013065 0.018904
12660 0.013088 0.019173
12670 0.013290 0.019336
12680 0.013108 0.019395
12690 0.013112 0.019418
12700 0.013123 0.019441
12710 0.013138 0.019475
12720 0.013151 0.019480
12730 0.013168 0.019526
12740 0.013166 0.019577
12750 0.013184 0.019567
12760 0.013183 0.019616
12770 0.013200 0.019626
12780 0.013219 0.019665
12790 0.013258 0.019721
12800 0.013238 0.019963
12810 0.013365 0.019418
12820 0.013251 0.019412
12830 0.013262 0.019398
12840 0.013273 0.019857
12850 0.013256 0.019495
12860 0.013295 0.019534
12870 0.013306 0.019558
12880 0.013310 0.019582
12890 0.013320 0.019614
12900 0.013334 0.019591
12910 0.013342 0.019986
12920 0.013367 0.020048
12930 0.013376 0.020130
12940 0.013375 0.020175
12950 0.013384 0.020188
12960 0.013395 0.020217
12970 0.013407 0.020231
12980 0.013419 0.020274
12990 0.013426 0.020291
13000 0.013455 0.020331
13010 0.013449 0.020367
13020 0.013456 0.020380
13030 0.013466 0.020415
13040 0.013516 0.020476
13050 0.013497 0.020477
13060 0.013504 0.020530
13070 0.013506 0.020554
13080 0.013530 0.020575
13090 0.013532 0.020605
13100 0.013542 0.020620
13110 0.013552 0.020679
13120 0.013560 0.020706
13130 0.013562 0.020717
13140 0.013575 0.020735
13150 0.013592 0.020817
13160 0.013600 0.020832
13170 0.013626 0.020864
13180 0.013638 0.020876
13190 0.013634 0.020905
13200 0.013638 0.020927
13210 0.013650 0.021017
13220 0.013660 0.020921
13230 0.013667 0.020595
13240 0.013676 0.020637
13250 0.013690 0.020685
13260 0.013703 0.020708
13270 0.013706 0.020759
13280 0.013716 0.020770
13290 0.013733 0.020830
13300 0.013746 0.020848
13310 0.013751 0.020871
13320 0.013756 0.020924
13330 0.013774 0.020953
13340 0.013781 0.020984
13350 0.013796 0.021032
13360 0.013807 0.021069
13370 0.013795 0.021101
13380 0.013805 0.021138
13390 0.013826 0.021173
13400 0.013852 0.021197
13410 0.013854 0.021233
13420 0.013849 0.021251
13430 0.013872 0.021298
13440 0.013895 0.021340
13450 0.013888 0.021465
13460 0.013913 0.021843
13470 0.013925 0.021924
13480 0.013926 0.021961
13490 0.013929 0.021972
13500 0.013957 0.022040
13510 0.013966 0.022068
13520 0.013969 0.022090
13530 0.013978 0.022125
13540 0.013990 0.022143
13550 0.013999 0.022159
13560 0.014017 0.022222
13570 0.014191 0.022256
13580 0.014044 0.022277
13590 0.014044 0.022291
13600 0.014066 0.022331
13610 0.014059 0.022361
13620 0.014073 0.022391
13630 0.014090 0.022444
13640 0.014108 0.022461
13650 0.014104 0.022473
13660 0.014121 0.022528
13670 0.014134 0.022551
13680 0.014149 0.022570
13690 0.014151 0.022615
13700 0.014158 0.022640
13710 0.014170 0.022656
13720 0.014181 0.022675
13730 0.014196 0.022466
13740 0.014190 0.022198
13750 0.014216 0.022264
13760 0.014223 0.022293
13770 0.014247 0.022369
13780 0.014232 0.022399
13790 0.014253 0.022824
13800 0.014312 0.022982
13810 0.014277 0.022978
13820 0.014290 0.023003
13830 0.014308 0.023048
13840 0.014312 0.023078
13850 0.014318 0.023278
13860 0.014373 0.022704
13870 0.014402 0.022891
13880 0.014430 0.022902
13890 0.014394 0.022923
13900 0.014384 0.022841
13910 0.014444 0.022995
13920 0.014402 0.023015
13930 0.014425 0.023067
13940 0.014352 0.023015
13950 0.014449 0.023328
13960 0.014465 0.023652
13970 0.014479 0.025702
13980 0.014827 0.023431
13990 0.014516 0.023308
14000 0.014631 0.023616
14010 0.014787 0.023860
14020 0.014599 0.025473
14030 0.014532 0.023698
14040 0.014694 0.024191
14050 0.014614 0.023828
14060 0.014596 0.023725
14070 0.014786 0.025139
14080 0.014653 0.024330
14090 0.014656 0.023813
14100 0.014719 0.023649
14110 0.014832 0.024115
14120 0.014968 0.024141
14130 0.014772 0.024054
14140 0.014817 0.025782
14150 0.014666 0.024445
14160 0.014656 0.024086
14170 0.014844 0.024358
14180 0.014705 0.024238
14190 0.014834 0.024459
14200 0.014662 0.024254
14210 0.014757 0.024672
14220 0.014729 0.025530
14230 0.014726 0.024469
14240 0.014776 0.024345
14250 0.014946 0.024852
14260 0.014772 0.024344
14270 0.014773 0.024391
14280 0.014810 0.024457
14290 0.014807 0.024569
14300 0.015039 0.024416
14310 0.014822 0.024493
14320 0.014861 0.024581
14330 0.014874 0.024601
14340 0.014879 0.024595
14350 0.014879 0.024621
14360 0.014878 0.024596
14370 0.014892 0.024699
14380 0.014884 0.024737
14390 0.014914 0.024788
14400 0.014926 0.024779
14410 0.014916 0.028404
14420 0.014974 0.024991
14430 0.014970 0.024969
14440 0.014970 0.024966
14450 0.014984 0.025001
14460 0.015049 0.025355
14470 0.014984 0.025080
14480 0.014978 0.025093
14490 0.014994 0.025115
14500 0.015000 0.025083
14510 0.015032 0.025124
14520 0.017919 0.025278
14530 0.015050 0.025255
14540 0.015081 0.025352
14550 0.015072 0.025335
14560 0.015089 0.025703
14570 0.015094 0.025398
14580 0.015113 0.025413
14590 0.015118 0.025435
14600 0.015115 0.025386
14610 0.015147 0.025601
14620 0.015479 0.025850
14630 0.015426 0.027433
14640 0.015299 0.025773
14650 0.015368 0.025883
14660 0.015298 0.026276
14670 0.015446 0.028077
14680 0.015309 0.026186
14690 0.015463 0.026189
14700 0.015316 0.026492
14710 0.015492 0.026512
14720 0.015232 0.027516
14730 0.015338 0.026098
14740 0.015311 0.026214
14750 0.015309 0.026169
14760 0.015856 0.027659
14770 0.015318 0.028528
14780 0.015379 0.026476
14790 0.015349 0.026273
14800 0.015438 0.026387
14810 0.015400 0.026382
14820 0.017527 0.026956
14830 0.015444 0.026687
14840 0.015402 0.026736
14850 0.018195 0.026934
14860 0.015413 0.026864
14870 0.015449 0.026896
14880 0.015471 0.026825
14890 0.015454 0.029045
14900 0.015909 0.027240
14910 0.015480 0.027022
14920 0.015496 0.026815
14930 0.015496 0.026862
14940 0.015470 0.027014
14950 0.015540 0.027192
14960 0.015555 0.027370
14970 0.015554 0.026969
14980 0.015615 0.026951
14990 0.015530 0.027423
15000 0.017454 0.027708
15010 0.015572 0.027513
15020 0.015720 0.027376
15030 0.015542 0.027477
15040 0.016482 0.027623
15050 0.015780 0.027356
15060 0.015783 0.027625
15070 0.015683 0.027505
15080 0.015632 0.027519
15090 0.015640 0.027377
15100 0.015739 0.027546
15110 0.015662 0.027372
15120 0.015661 0.029428
15130 0.015713 0.027554
15140 0.015797 0.027883
15150 0.015735 0.028426
15160 0.015733 0.027674
15170 0.015751 0.027756
15180 0.015743 0.027594
15190 0.015713 0.027732
15200 0.015726 0.027724
15210 0.015821 0.028142
15220 0.016048 0.029628
15230 0.015822 0.028331
15240 0.015770 0.028605
15250 0.015840 0.028728
15260 0.015849 0.028075
15270 0.015826 0.028066
15280 0.015836 0.028058
15290 0.015871 0.028050
15300 0.015835 0.028212
15310 0.015842 0.028171
15320 0.015850 0.028130
15330 0.015859 0.028152
15340 0.015864 0.028150
15350 0.015884 0.028184
15360 0.015898 0.028258
15370 0.015916 0.028239
15380 0.015915 0.028270
15390 0.015927 0.028327
15400 0.015932 0.028345
15410 0.015928 0.028352
15420 0.015955 0.028407
15430 0.015962 0.028428
15440 0.015967 0.028501
15450 0.015975 0.028502
15460 0.015984 0.028544
15470 0.016002 0.028588
15480 0.016207 0.029229
15490 0.016020 0.029294
15500 0.016032 0.029291
15510 0.016046 0.029348
15520 0.016061 0.029361
15530 0.016057 0.029426
15540 0.016077 0.029431
15550 0.016077 0.029474
15560 0.016096 0.029478
15570 0.016099 0.029503
15580 0.016113 0.029569
15590 0.016118 0.029576
15600 0.016142 0.029617
15610 0.016148 0.029629
15620 0.016162 0.029702
15630 0.016151 0.029720
15640 0.016185 0.029751
15650 0.016179 0.029800
15660 0.016192 0.029828
15670 0.016201 0.029858
15680 0.016225 0.029899
15690 0.016220 0.030020
15700 0.016228 0.030039
15710 0.016251 0.030117
15720 0.016239 0.030128
15730 0.016270 0.030162
15740 0.016296 0.030166
15750 0.016290 0.030212
15760 0.016307 0.030242
15770 0.016328 0.030283
15780 0.016314 0.030324
15790 0.016338 0.030347
15800 0.016337 0.030403
15810 0.016342 0.030454
15820 0.016365 0.030457
15830 0.016389 0.030523
15840 0.016392 0.030568
15850 0.016418 0.030639
15860 0.017637 0.029908
15870 0.016431 0.029962
15880 0.016428 0.030009
15890 0.016445 0.030061
15900 0.016444 0.030077
15910 0.016487 0.030232
15920 0.016779 0.030181
15930 0.016467 0.030240
15940 0.016498 0.030269
15950 0.016493 0.030320
15960 0.016504 0.030359
15970 0.016545 0.030415
15980 0.016517 0.030457
15990 0.016528 0.030485
16000 0.016546 0.030518
16010 0.016609 0.030542
16020 0.016544 0.030582
16030 0.016575 0.030625
16040 0.016570 0.030702
16050 0.016588 0.030702
16060 0.016609 0.030737
16070 0.016620 0.030847
16080 0.016641 0.030871
16090 0.016623 0.030918
16100 0.016636 0.030942
16110 0.016658 0.030965
16120 0.016689 0.030995
16130 0.016689 0.031014
16140 0.016681 0.031065
16150 0.016706 0.031125
16160 0.016730 0.031145
16170 0.016707 0.031179
16180 0.016724 0.031193
16190 0.016756 0.031250
16200 0.016766 0.031276
16210 0.016748 0.031317
16220 0.016754 0.031395
16230 0.016793 0.031446
16240 0.016799 0.031441
16250 0.016813 0.031492
16260 0.016815 0.031542
16270 0.016847 0.031591
16280 0.016860 0.031604
16290 0.016840 0.031620
16300 0.016857 0.031691
16310 0.016870 0.031693
16320 0.016879 0.031743
16330 0.016897 0.031809
16340 0.016900 0.031860
16350 0.016922 0.031894
16360 0.016920 0.031907
16370 0.016957 0.032848
16380 0.016958 0.032715
16390 0.016983 0.032710
16400 0.017022 0.032784
16410 0.017038 0.032754
16420 0.017069 0.032813
16430 0.017112 0.032852
16440 0.017136 0.032887
16450 0.017173 0.032900
16460 0.017204 0.032958
16470 0.017219 0.032972
16480 0.017270 0.032204
16490 0.017293 0.032250
16500 0.017332 0.032339
16510 0.017345 0.032357
16520 0.017383 0.032445
16530 0.017426 0.032468
16540 0.017472 0.032501
16550 0.017487 0.032575
16560 0.017522 0.032742
16570 0.017813 0.033438
16580 0.017586 0.033495
16590 0.017613 0.033488
16600 0.017652 0.033471
16610 0.017670 0.033504
16620 0.017719 0.033548
16630 0.017734 0.033572
16640 0.017763 0.033611
16650 0.017798 0.033658
16660 0.017824 0.032957
16670 0.017881 0.033083
16680 0.017899 0.033141
16690 0.017937 0.033175
16700 0.017962 0.033203
16710 0.018004 0.033254
16720 0.018027 0.033202
16730 0.018061 0.033305
16740 0.018095 0.033386
16750 0.018113 0.033410
16760 0.018150 0.033482
16770 0.018174 0.033460
16780 0.018225 0.033542
16790 0.018254 0.033586
16800 0.018276 0.033630
16810 0.018313 0.033640
16820 0.018326 0.033693
16830 0.018398 0.033754
16840 0.018389 0.033770
16850 0.018442 0.033832
16860 0.018475 0.033880
16870 0.018512 0.033931
16880 0.018511 0.033950
16890 0.018553 0.033986
16900 0.018603 0.034040
16910 0.018630 0.034068
16920 0.018647 0.034097
16930 0.018697 0.034137
16940 0.018727 0.034178
16950 0.018758 0.034261
16960 0.018791 0.034251
16970 0.018843 0.034294
16980 0.018853 0.034329
16990 0.018916 0.034354
17000 0.018930 0.034427
17010 0.018966 0.034419
17020 0.018983 0.034432
17030 0.019019 0.034471
17040 0.019072 0.035148
17050 0.019503 0.035355
17060 0.019110 0.035503
17070 0.019150 0.035515
17080 0.019180 0.035563
17090 0.019217 0.035580
17100 0.019234 0.035616
17110 0.019299 0.035654
17120 0.019291 0.035666
17130 0.019341 0.035691
17140 0.019408 0.035702
17150 0.019430 0.035820
17160 0.019422 0.035791
17170 0.019479 0.035849
17180 0.019496 0.035097
17190 0.019541 0.035180
17200 0.019578 0.035269
17210 0.019622 0.035295
17220 0.019673 0.035384
17230 0.020052 0.035427
17240 0.019731 0.035464
17250 0.019768 0.035452
17260 0.019790 0.035511
17270 0.019803 0.035558
17280 0.019845 0.035592
17290 0.019889 0.035603
17300 0.019915 0.035666
17310 0.019940 0.035729
17320 0.019950 0.035769
17330 0.020003 0.035818
17340 0.020065 0.035837
17350 0.020114 0.035884
17360 0.020088 0.035973
17370 0.020154 0.035947
17380 0.020160 0.036024
17390 0.020198 0.036055
17400 0.020235 0.036053
17410 0.020288 0.036096
17420 0.020314 0.036160
17430 0.020332 0.036185
17440 0.020361 0.036278
17450 0.020420 0.036307
17460 0.020450 0.036364
17470 0.020498 0.036376
17480 0.020800 0.036389
17490 0.020526 0.036393
17500 0.020605 0.036584
17510 0.020589 0.036496
17520 0.020646 0.036508
17530 0.020712 0.036841
17540 0.020734 0.036653
17550 0.020738 0.036777
17560 0.020788 0.037146
17570 0.020819 0.037561
17580 0.020846 0.037654
17590 0.020902 0.037709
17600 0.020888 0.036896
17610 0.020946 0.036959
17620 0.020991 0.036998
17630 0.021017 0.037079
17640 0.021045 0.037113
17650 0.021117 0.037163
17660 0.021122 0.037166
17670 0.021134 0.037228
17680 0.021187 0.037274
17690 0.021221 0.037321
17700 0.021251 0.037358
17710 0.021307 0.037403
17720 0.021339 0.037435
17730 0.021365 0.037523
17740 0.021396 0.037533
17750 0.021426 0.037613
17760 0.021458 0.037639
17770 0.021502 0.037669
17780 0.021533 0.037717
17790 0.021539 0.037743
17800 0.021581 0.038079
17810 0.021631 0.038443
17820 0.021702 0.037875
17830 0.022045 0.037892
17840 0.021728 0.037950
17850 0.021772 0.038026
17860 0.021811 0.038045
17870 0.021844 0.038074
17880 0.021889 0.038120
17890 0.021923 0.038185
17900 0.021950 0.038197
17910 0.021993 0.038266
17920 0.022030 0.038277
17930 0.022043 0.038359
17940 0.022090 0.038350
17950 0.022099 0.038409
17960 0.022158 0.038460
17970 0.022203 0.038528
17980 0.022227 0.038545
17990 0.022256 0.038584
18000 0.022286 0.038632
18010 0.022329 0.038704
18020 0.022381 0.038709
18030 0.022406 0.038772
18040 0.022435 0.038805
18050 0.022447 0.039764
18060 0.022503 0.038889
18070 0.022534 0.038921
18080 0.022575 0.038938
18090 0.022604 0.038984
18100 0.022658 0.039041
18110 0.022676 0.039068
18120 0.022705 0.039121
18130 0.022752 0.039138
18140 0.022783 0.039198
18150 0.022817 0.039243
18160 0.022838 0.039289
18170 0.022890 0.039318
18180 0.022946 0.039377
18190 0.022951 0.039428
18200 0.022989 0.039467
18210 0.023037 0.039523
18220 0.023112 0.039556
18230 0.023100 0.039602
18240 0.023089 0.039577
18250 0.023157 0.039681
18260 0.023191 0.039747
18270 0.023248 0.039764
18280 0.023268 0.039800
18290 0.023302 0.039894
18300 0.023328 0.039892
18310 0.023397 0.039955
18320 0.023405 0.039976
18330 0.023433 0.040023
18340 0.023501 0.040112
18350 0.023505 0.040168
18360 0.023533 0.040195
18370 0.023585 0.040661
18380 0.023638 0.041211
18390 0.023667 0.041216
18400 0.023690 0.041285
18410 0.023750 0.041313
18420 0.023792 0.041365
18430 0.023803 0.041408
18440 0.023859 0.041462
18450 0.023902 0.041476
18460 0.023938 0.041545
18470 0.023950 0.041576
18480 0.023981 0.041648
18490 0.024215 0.041661
18500 0.024068 0.041685
18510 0.024105 0.041715
18520 0.024156 0.041755
18530 0.024190 0.041796
18540 0.024212 0.042044
18550 0.024276 0.041896
18560 0.024271 0.041899
18570 0.024342 0.041949
18580 0.024363 0.041972
18590 0.024419 0.042047
18600 0.024412 0.042110
18610 0.024470 0.041925
18620 0.024484 0.041285
18630 0.024518 0.041330
18640 0.024561 0.041426
18650 0.024596 0.041424
18660 0.024626 0.041579
18670 0.024671 0.041516
18680 0.024710 0.041615
18690 0.024736 0.041608
18700 0.025193 0.042616
18710 0.024823 0.042657
18720 0.024887 0.042688
18730 0.024885 0.042764
18740 0.024957 0.042759
18750 0.024964 0.042821
18760 0.025003 0.042832
18770 0.025061 0.042859
18780 0.025106 0.042947
18790 0.025126 0.042984
18800 0.025169 0.043023
18810 0.025206 0.043052
18820 0.025264 0.042214
18830 0.025285 0.042341
18840 0.025296 0.042397
18850 0.025377 0.042442
18860 0.025382 0.042460
18870 0.025429 0.042451
18880 0.025477 0.042506
18890 0.025473 0.042553
18900 0.025541 0.042598
18910 0.025569 0.042739
18920 0.025593 0.042809
18930 0.025638 0.042800
18940 0.025688 0.042863
18950 0.025718 0.042831
18960 0.025748 0.042860
18970 0.025778 0.042920
18980 0.025821 0.042961
18990 0.025863 0.043026
19000 0.025907 0.043049
19010 0.025977 0.043088
19020 0.025971 0.043137
19030 0.026030 0.043179
19040 0.026066 0.043200
19050 0.026092 0.043262
19060 0.026145 0.043304
19070 0.026158 0.043386
19080 0.026189 0.043392
19090 0.026271 0.043463
19100 0.026268 0.043474
19110 0.026320 0.043552
19120 0.026365 0.043568
19130 0.026405 0.043608
19140 0.026411 0.043686
19150 0.026471 0.043748
19160 0.026527 0.043792
19170 0.026560 0.043830
19180 0.026591 0.043888
19190 0.026638 0.043916
19200 0.026652 0.044444
19210 0.026712 0.044029
19220 0.026744 0.044071
19230 0.026791 0.044110
19240 0.026810 0.044160
19250 0.026839 0.044330
19260 0.026880 0.044288
19270 0.026906 0.044353
19280 0.026947 0.044402
19290 0.026989 0.044420
19300 0.027051 0.044424
19310 0.027088 0.044495
19320 0.027118 0.044569
19330 0.027129 0.044577
19340 0.027178 0.044590
19350 0.027248 0.044724
19360 0.027247 0.044951
19370 0.027333 0.044767
19380 0.027350 0.044852
19390 0.027381 0.044815
19400 0.027382 0.045347
19410 0.027462 0.045153
19420 0.027495 0.045156
19430 0.027512 0.045217
19440 0.027571 0.045268
19450 0.027641 0.045282
19460 0.027623 0.045339
19470 0.027694 0.045351
19480 0.027691 0.045423
19490 0.027743 0.045662
19500 0.027828 0.046864
19510 0.027853 0.046511
19520 0.027865 0.046547
19530 0.027933 0.046523
19540 0.027999 0.046564
19550 0.027975 0.046607
19560 0.028020 0.046606
19570 0.028081 0.046656
19580 0.028083 0.046716
19590 0.028139 0.046731
19600 0.028180 0.046782
19610 0.028220 0.046996
19620 0.028248 0.046874
19630 0.028295 0.046912
19640 0.028331 0.046943
19650 0.028400 0.047027
19660 0.028415 0.047105
19670 0.028811 0.046597
19680 0.028734 0.046625
19690 0.028533 0.046286
19700 0.028567 0.046354
19710 0.028630 0.046409
19720 0.028672 0.046460
19730 0.028695 0.046524
19740 0.029865 0.047560
19750 0.028768 0.047589
19760 0.028794 0.047592
19770 0.028858 0.047666
19780 0.028874 0.047735
19790 0.028926 0.047781
19800 0.028943 0.047796
19810 0.029026 0.047807
19820 0.029060 0.047916
19830 0.029089 0.047945
19840 0.029135 0.047970
19850 0.029190 0.048048
19860 0.029225 0.048092
19870 0.029234 0.048145
19880 0.029289 0.048159
19890 0.029321 0.048163
19900 0.029355 0.048286
19910 0.029385 0.048305
19920 0.029448 0.048386
19930 0.029459 0.048421
19940 0.029507 0.048440
19950 0.029566 0.048519
19960 0.029599 0.048580
19970 0.029637 0.048589
19980 0.029686 0.048638
19990 0.029713 0.048703
20000 0.029760 0.048757
20010 0.029804 0.048802
20020 0.029837 0.048817
20030 0.029876 0.048886
20040 0.029932 0.048938
20050 0.029936 0.048953
20060 0.030030 0.049044
20070 0.030018 0.049076
20080 0.030077 0.049112
20090 0.030145 0.049181
20100 0.030191 0.049210
20110 0.030197 0.049287
20120 0.030227 0.049301
20130 0.030288 0.049446
20140 0.030332 0.048401
20150 0.030497 0.048469
20160 0.030396 0.048415
20170 0.030435 0.048498
20180 0.030480 0.048588
20190 0.030517 0.048609
20200 0.030554 0.048654
20210 0.030595 0.048704
20220 0.030631 0.048757
20230 0.030706 0.048763
20240 0.030685 0.048855
20250 0.030766 0.048747
20260 0.030782 0.048990
20270 0.030863 0.049076
20280 0.030885 0.049098
20290 0.030933 0.049178
20300 0.030949 0.049186
20310 0.031017 0.049286
20320 0.031045 0.049285
20330 0.031090 0.049316
20340 0.031128 0.049402
20350 0.031170 0.049432
20360 0.031190 0.049451
20370 0.031267 0.050018
20380 0.031311 0.049770
20390 0.031296 0.049862
20400 0.031356 0.049924
20410 0.031370 0.049915
20420 0.031449 0.049948
20430 0.031895 0.050074
20440 0.031527 0.050025
20450 0.031582 0.050036
20460 0.031598 0.050116
20470 0.031630 0.050101
20480 0.031671 0.050136
20490 0.031754 0.050214
20500 0.031763 0.050264
20510 0.031821 0.050255
20520 0.031841 0.050247
20530 0.031910 0.050290
20540 0.031948 0.050360
20550 0.031942 0.050390
20560 0.032017 0.051463
20570 0.032042 0.051687
20580 0.032085 0.051684
20590 0.032155 0.051743
20600 0.032192 0.051790
20610 0.032240 0.051854
20620 0.032281 0.051877
20630 0.032341 0.051941
20640 0.032366 0.051912
20650 0.032418 0.052032
20660 0.032467 0.052080
20670 0.032490 0.052092
20680 0.032514 0.052121
20690 0.032545 0.052200
20700 0.032599 0.052212
20710 0.032673 0.052277
20720 0.032684 0.052310
20730 0.032730 0.052375
20740 0.032774 0.052403
20750 0.032820 0.052449
20760 0.032834 0.052529
20770 0.032868 0.052513
20780 0.032928 0.052579
20790 0.032973 0.052658
20800 0.033013 0.052661
20810 0.033294 0.052133
20820 0.033109 0.051703
20830 0.033126 0.051770
20840 0.033174 0.051814
20850 0.033537 0.051942
20860 0.033265 0.052543
20870 0.033284 0.052004
20880 0.033541 0.052041
20890 0.033402 0.052133
20900 0.033413 0.052099
20910 0.033489 0.052169
20920 0.033494 0.052242
20930 0.034108 0.053367
20940 0.033623 0.052648
20950 0.033682 0.052735
20960 0.033741 0.052530
20970 0.033757 0.052477
20980 0.033763 0.052515
20990 0.033849 0.052584
21000 0.033860 0.052602
21010 0.033926 0.052716
21020 0.033917 0.052721
21030 0.033995 0.052782
21040 0.034004 0.052793
21050 0.034076 0.052922
21060 0.034103 0.053373
21070 0.034159 0.053011
21080 0.034186 0.053058
21090 0.034238 0.053088
21100 0.034266 0.053136
21110 0.034329 0.053194
21120 0.034355 0.053237
21130 0.034405 0.053263
21140 0.034459 0.053338
21150 0.034514 0.053407
21160 0.034528 0.053462
21170 0.034559 0.053514
21180 0.034615 0.053563
21190 0.034684 0.053652
21200 0.034734 0.053674
21210 0.034761 0.053699
21220 0.034802 0.053775
21230 0.034870 0.053792
21240 0.034893 0.053865
21250 0.035030 0.053941
21260 0.034963 0.053964
21270 0.035091 0.054105
21280 0.035054 0.054170
21290 0.035091 0.054213
21300 0.035460 0.055424
21310 0.035175 0.055473
21320 0.035229 0.055481
21330 0.035240 0.055524
21340 0.035340 0.055615
21350 0.035337 0.055624
21360 0.035407 0.055766
21370 0.035435 0.055734
21380 0.035501 0.055773
21390 0.035506 0.055864
21400 0.035584 0.055904
21410 0.035592 0.055868
21420 0.035684 0.055964
21430 0.035667 0.056012
21440 0.035742 0.056039
21450 0.035768 0.056081
21460 0.035841 0.056152
21470 0.035841 0.056273
21480 0.035922 0.056289
21490 0.036027 0.056343
21500 0.036000 0.056442
21510 0.036023 0.056493
21520 0.036087 0.056459
21530 0.036475 0.056669
21540 0.036194 0.056662
21550 0.036209 0.056881
21560 0.036261 0.056728
