N  Time  average_ob  max_ob  min_ob 
1330 0.0000001586 665.5000000000 1330 1 
1331 0.0000001578 666.0000000000 1331 1 
1332 0.0000001614 666.5000000000 1332 1 
1333 0.0000001583 667.0000000000 1333 1 
1334 0.0000001589 667.5000000000 1334 1 
1335 0.0000001588 668.0000000000 1335 1 
1336 0.0000001617 668.5000000000 1336 1 
1337 0.0000001586 669.0000000000 1337 1 
1338 0.0000001592 669.5000000000 1338 1 
1339 0.0000001591 670.0000000000 1339 1 
1340 0.0000001590 670.5000000000 1340 1 
1341 0.0000001626 671.0000000000 1341 1 
1342 0.0000001595 671.5000000000 1342 1 
1343 0.0000001757 672.0000000000 1343 1 
1344 0.0000001734 672.5000000000 1344 1 
1345 0.0000001621 673.0000000000 1345 1 
1346 0.0000001597 673.5000000000 1346 1 
1347 0.0000001604 674.0000000000 1347 1 
1348 0.0000001602 674.5000000000 1348 1 
1349 0.0000001601 675.0000000000 1349 1 
1350 0.0000001630 675.5000000000 1350 1 
1351 0.0000001599 676.0000000000 1351 1 
1352 0.0000001605 676.5000000000 1352 1 
1353 0.0000001604 677.0000000000 1353 1 
1354 0.0000001654 677.5000000000 1354 1 
1355 0.0000001609 678.0000000000 1355 1 
1356 0.0000001615 678.5000000000 1356 1 
1357 0.0000001606 679.0000000000 1357 1 
1358 0.0000001613 679.5000000000 1358 1 
1359 0.0000001641 680.0000000000 1359 1 
1360 0.0000001618 680.5000000000 1360 1 
1361 0.0000001616 681.0000000000 1361 1 
1362 0.0000001615 681.5000000000 1362 1 
1363 0.0000001651 682.0000000000 1363 1 
1364 0.0000001620 682.5000000000 1364 1 
1365 0.0000001678 683.0000000000 1365 1 
1366 0.0000001654 683.5000000000 1366 1 
1367 0.0000001778 684.0000000000 1367 1 
1368 0.0000001623 684.5000000000 1368 1 
1369 0.0000001622 685.0000000000 1369 1 
1370 0.0000001628 685.5000000000 1370 1 
1371 0.0000001627 686.0000000000 1371 1 
1372 0.0000001662 686.5000000000 1372 1 
1373 0.0000001624 687.0000000000 1373 1 
1374 0.0000001630 687.5000000000 1374 1 
1375 0.0000001629 688.0000000000 1375 1 
1376 0.0000001657 688.5000000000 1376 1 
1377 0.0000001634 689.0000000000 1377 1 
1378 0.0000001633 689.5000000000 1378 1 
1379 0.0000001639 690.0000000000 1379 1 
1380 0.0000001659 690.5000000000 1380 1 
1381 0.0000001658 691.0000000000 1381 1 
1382 0.0000001635 691.5000000000 1382 1 
1383 0.0000001641 692.0000000000 1383 1 
1384 0.0000001640 692.5000000000 1384 1 
1385 0.0000001675 693.0000000000 1385 1 
1386 0.0000001645 693.5000000000 1386 1 
1387 0.0000001644 694.0000000000 1387 1 
1388 0.0000001650 694.5000000000 1388 1 
1389 0.0000001821 695.0000000000 1389 1 
1390 0.0000001662 695.5000000000 1390 1 
1391 0.0000001653 696.0000000000 1391 1 
1392 0.0000001652 696.5000000000 1392 1 
1393 0.0000001680 697.0000000000 1393 1 
1394 0.0000001786 697.5000000000 1394 1 
1395 0.0000001656 698.0000000000 1395 1 
1396 0.0000001655 698.5000000000 1396 1 
1397 0.0000001682 699.0000000000 1397 1 
1398 0.0000001652 699.5000000000 1398 1 
1399 0.0000001658 700.0000000000 1399 1 
1400 0.0000001657 700.5000000000 1400 1 
1401 0.0000001692 701.0000000000 1401 1 
1402 0.0000001662 701.5000000000 1402 1 
1403 0.0000001661 702.0000000000 1403 1 
1404 0.0000001660 702.5000000000 1404 1 
1405 0.0000001687 703.0000000000 1405 1 
1406 0.0000001664 703.5000000000 1406 1 
1407 0.0000001720 704.0000000000 1407 1 
1408 0.0000001662 704.5000000000 1408 1 
1409 0.0000001668 705.0000000000 1409 1 
1410 0.0000001674 705.5000000000 1410 1 
1411 0.0000001751 706.0000000000 1411 1 
1412 0.0000001728 706.5000000000 1412 1 
1413 0.0000001670 707.0000000000 1413 1 
1414 0.0000001733 707.5000000000 1414 1 
1415 0.0000001675 708.0000000000 1415 1 
1416 0.0000001681 708.5000000000 1416 1 
1417 0.0000001680 709.0000000000 1417 1 
1418 0.0000001707 709.5000000000 1418 1 
1419 0.0000001677 710.0000000000 1419 1 
1420 0.0000001676 710.5000000000 1420 1 
1421 0.0000001682 711.0000000000 1421 1 
1422 0.0000001709 711.5000000000 1422 1 
1423 0.0000001687 712.0000000000 1423 1 
1424 0.0000001685 712.5000000000 1424 1 
1425 0.0000001684 713.0000000000 1425 1 
1426 0.0000001711 713.5000000000 1426 1 
1427 0.0000001689 714.0000000000 1427 1 
1428 0.0000001695 714.5000000000 1428 1 
1429 0.0000001693 715.0000000000 1429 1 
1430 0.0000001720 715.5000000000 1430 1 
1431 0.0000001691 716.0000000000 1431 1 
1432 0.0000001704 716.5000000000 1432 1 
1433 0.0000001933 717.0000000000 1433 1 
1434 0.0000001722 717.5000000000 1434 1 
1435 0.0000001693 718.0000000000 1435 1 
1436 0.0000001699 718.5000000000 1436 1 
1437 0.0000001705 719.0000000000 1437 1 
1438 0.0000001732 719.5000000000 1438 1 
1439 0.0000001703 720.0000000000 1439 1 
1440 0.0000001701 720.5000000000 1440 1 
1441 0.0000001700 721.0000000000 1441 1 
1442 0.0000001845 721.5000000000 1442 1 
1443 0.0000001705 722.0000000000 1443 1 
1444 0.0000001711 722.5000000000 1444 1 
1445 0.0000001758 723.0000000000 1445 1 
1446 0.0000001736 723.5000000000 1446 1 
1447 0.0000001742 724.0000000000 1447 1 
1448 0.0000001713 724.5000000000 1448 1 
1449 0.0000001739 725.0000000000 1449 1 
1450 0.0000001717 725.5000000000 1450 1 
1451 0.0000001716 726.0000000000 1451 1 
1452 0.0000001715 726.5000000000 1452 1 
1453 0.0000001803 727.0000000000 1453 1 
1454 0.0000001905 727.5000000000 1454 1 
1455 0.0000001725 728.0000000000 1455 1 
1456 0.0000001724 728.5000000000 1456 1 
1457 0.0000001750 729.0000000000 1457 1 
1458 0.0000001722 729.5000000000 1458 1 
1459 0.0000001727 730.0000000000 1459 1 
1460 0.0000001726 730.5000000000 1460 1 
1461 0.0000001752 731.0000000000 1461 1 
1462 0.0000001731 731.5000000000 1462 1 
1463 0.0000001729 732.0000000000 1463 1 
1464 0.0000001796 732.5000000000 1464 1 
1465 0.0000001734 733.0000000000 1465 1 
1466 0.0000001733 733.5000000000 1466 1 
1467 0.0000001731 734.0000000000 1467 1 
1468 0.0000001764 734.5000000000 1468 1 
1469 0.0000001736 735.0000000000 1469 1 
1470 0.0000001735 735.5000000000 1470 1 
1471 0.0000001740 736.0000000000 1471 1 
1472 0.0000001766 736.5000000000 1472 1 
1473 0.0000001758 737.0000000000 1473 1 
1474 0.0000001866 737.5000000000 1474 1 
1475 0.0000001742 738.0000000000 1475 1 
1476 0.0000001768 738.5000000000 1476 1 
1477 0.0000001747 739.0000000000 1477 1 
1478 0.0000001752 739.5000000000 1478 1 
1479 0.0000001751 740.0000000000 1479 1 
1480 0.0000001777 740.5000000000 1480 1 
1481 0.0000001756 741.0000000000 1481 1 
1482 0.0000001754 741.5000000000 1482 1 
1483 0.0000001780 742.0000000000 1483 1 
1484 0.0000001752 742.5000000000 1484 1 
1485 0.0000001805 743.0000000000 1485 1 
1486 0.0000001756 743.5000000000 1486 1 
1487 0.0000001782 744.0000000000 1487 1 
1488 0.0000001761 744.5000000000 1488 1 
1489 0.0000001833 745.0000000000 1489 1 
1490 0.0000001899 745.5000000000 1490 1 
1491 0.0000001925 746.0000000000 1491 1 
1492 0.0000001763 746.5000000000 1492 1 
1493 0.0000001808 747.0000000000 1493 1 
