N  Time  average_ob  max_ob  min_ob 
1000 0.0000000102 10.4588915000 1000 1 
1100 0.0000000103 10.7217056364 1100 1 
1200 0.0000000106 11.2949538333 1200 1 
1300 0.0000000108 11.7123388462 1300 1 
1400 0.0000000112 12.6601411429 1400 1 
1500 0.0000000113 12.8586224000 1500 1 
1600 0.0000000116 13.4706351250 1600 1 
1700 0.0000000119 14.2417249412 1700 1 
1800 0.0000000121 14.7236401667 1800 1 
1900 0.0000000123 15.0530582632 1900 1 
2000 0.0000000126 15.6723453000 2000 1 
2100 0.0000000124 15.2533057619 2100 1 
2200 0.0000000132 16.9105301364 2200 1 
2300 0.0000000132 16.7937816087 2300 1 
2400 0.0000000135 17.5013099583 2400 1 
2500 0.0000000139 18.2220836800 2500 1 
2600 0.0000000145 19.6351780769 2600 1 
2700 0.0000000145 19.5656100000 2700 1 
2800 0.0000000145 19.3420299286 2800 1 
2900 0.0000000148 19.9588144138 2900 1 
3000 0.0000000150 20.4678596667 3000 1 
3100 0.0000000160 22.5355783548 3100 1 
3200 0.0000000158 21.9381854375 3200 1 
3300 0.0000000158 22.2113472121 3300 1 
3400 0.0000000163 23.3502495588 3400 1 
3500 0.0000000161 22.6210429143 3500 1 
3600 0.0000000163 23.1153405278 3600 1 
3700 0.0000000170 24.4379232973 3700 1 
3800 0.0000000176 25.6761615789 3800 1 
3900 0.0000000174 25.4417718462 3900 1 
4000 0.0000000178 26.0974191500 4000 1 
4100 0.0000000182 26.8881157561 4100 1 
4200 0.0000000185 27.7510362619 4200 1 
4300 0.0000000185 27.5734059535 4300 1 
4400 0.0000000188 28.1181631136 4400 1 
4500 0.0000000197 30.0728926667 4500 1 
4600 0.0000000200 30.7186426087 4600 1 
4700 0.0000000197 30.1756195957 4700 1 
4800 0.0000000194 29.4298599375 4800 1 
4900 0.0000000206 32.0743293061 4900 1 
5000 0.0000000203 31.2252972400 5000 1 
5100 0.0000000211 32.7799532549 5100 1 
5200 0.0000000212 32.9412470577 5200 1 
5300 0.0000000221 34.8383890377 5300 1 
5400 0.0000000216 33.7345761481 5400 1 
5500 0.0000000218 34.2427028000 5500 1 
5600 0.0000000223 35.4734692679 5600 1 
5700 0.0000000222 35.1193680000 5700 1 
5800 0.0000000227 36.0612987241 5800 1 
5900 0.0000000224 35.2775179322 5900 1 
6000 0.0000000232 37.0214006500 6000 1 
6100 0.0000000228 36.2383489180 6100 1 
6200 0.0000000228 36.0621272258 6200 1 
6300 0.0000000237 38.1795900159 6300 1 
6400 0.0000000250 40.5852704219 6400 1 
6500 0.0000000233 37.4105187538 6500 1 
6600 0.0000000237 38.2125469545 6600 1 
6700 0.0000000266 44.3563420896 6700 1 
6800 0.0000000253 41.6960826324 6800 1 
6900 0.0000000261 43.3210497971 6900 1 
7000 0.0000000259 41.7194832571 7000 1 
7100 0.0000000272 44.3118990000 7100 1 
7200 0.0000000264 42.6493161667 7200 1 
7300 0.0000000255 41.8072297945 7300 1 
7400 0.0000000272 45.6540257703 7400 1 
7500 0.0000000282 47.7181490000 7499 1 
7600 0.0000000269 44.8358219211 7600 1 
7700 0.0000000285 48.2077887532 7700 1 
7800 0.0000000279 46.6749629359 7800 1 
7900 0.0000000283 47.0328021392 7900 1 
8000 0.0000000287 48.0591602375 8000 1 
8100 0.0000000295 48.5850933086 8100 1 
8200 0.0000000300 50.0498324146 8200 1 
8300 0.0000000292 48.8404541325 8300 1 
8400 0.0000000303 51.7060100238 8400 1 
8500 0.0000000290 48.1763646588 8500 1 
8600 0.0000000312 53.4126902326 8600 1 
8700 0.0000000298 50.4173575172 8700 1 
8800 0.0000000314 53.8318904773 8799 1 
8900 0.0000000282 47.1422306742 8900 1 
9000 0.0000000316 54.2662328667 9000 1 
9100 0.0000000319 55.0368004286 9100 1 
9200 0.0000000325 56.1682559457 9200 1 
9300 0.0000000307 52.2899484301 9300 1 
9400 0.0000000324 55.8740148404 9400 1 
9500 0.0000000319 54.7302554737 9500 1 
9600 0.0000000331 57.2210762917 9600 1 
9700 0.0000000326 56.1892883093 9700 1 
9800 0.0000000339 58.9235370102 9800 1 
9900 0.0000000331 57.1183243030 9899 1 
10000 0.0000000347 60.4318707100 10000 1 
