N  Time  average_ob  max_ob  min_ob 
1000 0.0000000145 9.2254022000 10 1 
1100 0.0000000144 9.4471576364 11 1 
1200 0.0000000148 9.4897794167 11 1 
1300 0.0000000148 9.6316996923 11 1 
1400 0.0000000149 9.6426767143 11 1 
1500 0.0000000150 9.6849654667 11 1 
1600 0.0000000153 10.1153308750 11 1 
1700 0.0000000154 10.1297822353 11 1 
1800 0.0000000157 10.2008094444 11 1 
1900 0.0000000157 10.2050600526 11 1 
2000 0.0000000157 10.2249057000 11 1 
2100 0.0000000158 10.4342084762 12 1 
2200 0.0000000158 10.4466323182 12 1 
2300 0.0000000158 10.4524512609 12 1 
2400 0.0000000160 10.4894349167 12 1 
2500 0.0000000161 10.5045672800 12 1 
2600 0.0000000165 10.6314467692 12 1 
2700 0.0000000160 10.6393228148 12 1 
2800 0.0000000162 10.6428709643 12 1 
2900 0.0000000165 10.6754654828 12 1 
3000 0.0000000165 10.6847912333 12 1 
3100 0.0000000167 11.1103478710 12 1 
3200 0.0000000167 11.1145542500 12 1 
3300 0.0000000166 11.1165260000 12 1 
3400 0.0000000168 11.1299878529 12 1 
3500 0.0000000168 11.1345424857 12 1 
3600 0.0000000169 11.2008518056 12 1 
3700 0.0000000171 11.2019139189 12 1 
3800 0.0000000171 11.2052082368 12 1 
3900 0.0000000171 11.2205028974 12 1 
4000 0.0000000170 11.2248996000 12 1 
4100 0.0000000171 11.4327302927 13 1 
4200 0.0000000171 11.4338710952 13 1 
4300 0.0000000175 11.4375182093 13 1 
4400 0.0000000169 11.4464132955 13 1 
4500 0.0000000169 11.4503984444 13 1 
4600 0.0000000173 11.4521565870 13 1 
4700 0.0000000172 11.4859887872 13 1 
4800 0.0000000176 11.4892048333 13 1 
4900 0.0000000174 11.5004034490 13 1 
5000 0.0000000175 11.5042511400 13 1 
5100 0.0000000174 11.5058565098 13 1 
5200 0.0000000179 11.6314667885 13 1 
5300 0.0000000182 11.6329336792 13 1 
5400 0.0000000181 11.6391321111 13 1 
5500 0.0000000180 11.6398744909 13 1 
5600 0.0000000179 11.6426778036 13 1 
5700 0.0000000185 11.6741497018 13 1 
5800 0.0000000180 11.6754490345 13 1 
5900 0.0000000180 11.6841921525 13 1 
6000 0.0000000180 11.6847895167 13 1 
6100 0.0000000180 11.6877305246 13 1 
6200 0.0000000183 12.1102659194 13 1 
6300 0.0000000183 12.1112790159 13 1 
6400 0.0000000183 12.1146494063 13 1 
6500 0.0000000185 12.1148600615 13 1 
6600 0.0000000182 12.1164532727 13 1 
6700 0.0000000185 12.1290583582 13 1 
6800 0.0000000183 12.1300431765 13 1 
6900 0.0000000181 12.1301850000 13 1 
7000 0.0000000184 12.1343478000 13 1 
7100 0.0000000186 12.1357122254 13 1 
7200 0.0000000186 12.2008532778 13 1 
7300 0.0000000184 12.2016718082 13 1 
7400 0.0000000185 12.2020182027 13 1 
7500 0.0000000187 12.2042817200 13 1 
7600 0.0000000187 12.2052560921 13 1 
7700 0.0000000187 12.2199847403 13 1 
7800 0.0000000187 12.2203482179 13 1 
7900 0.0000000189 12.2211391646 13 1 
8000 0.0000000186 12.2249030375 13 1 
8100 0.0000000186 12.2258898519 13 1 
8200 0.0000000188 12.4327381707 14 1 
8300 0.0000000185 12.4329823012 14 1 
8400 0.0000000186 12.4338658333 14 1 
8500 0.0000000184 12.4360169647 14 1 
8600 0.0000000186 12.4372396279 14 1 
8700 0.0000000187 12.4377895287 14 1 
8800 0.0000000185 12.4463454091 14 1 
8900 0.0000000183 12.4470755056 14 1 
9000 0.0000000188 12.4504004444 14 1 
9100 0.0000000185 12.4516084945 14 1 
9200 0.0000000186 12.4522375978 14 1 
9300 0.0000000189 12.4853746237 14 1 
9400 0.0000000188 12.4858677660 14 1 
9500 0.0000000189 12.4881961895 14 1 
9600 0.0000000190 12.4889711354 14 1 
9700 0.0000000188 12.4894530103 14 1 
9800 0.0000000187 12.5002825918 14 1 
9900 0.0000000186 12.5007919091 14 1 
10000 0.0000000190 12.5043373400 14 1 
